,Chuyen muc,Nhu cau,Tinh/Thanh pho,Quan/huyen,Xa/Phuong,Duong/khu vuc,Gia,Ngay dang,Dien tich,Huong,So Tang,So phong,Nha ve sinh,Giay to phap,Dien thoai,Mo ta
3795,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,"353/37/37/1, Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","2,4 tỷ",05/05/2021,52m²,,,2,2,,Đăng nhập để xem,
3796,Đất,Cho thuê,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 8,"Trương Công Định, Phường 8, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",180 triệu/tháng,05/05/2021,1.200m²,,,,,,Đăng nhập để xem,
3797,Nhà,Cần bán,Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","3,9 tỷ",05/05/2021,40m²,,5,5,4,Đã có sổ,Đăng nhập để xem,
3798,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 5,"Đường Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh","5,5 triệu/tháng",05/05/2021,28m²,,,1,1,,Đăng nhập để xem,
3799,"Căn hộ, Chung cư",Cho thuê,Đà Nẵng,Quận Sơn Trà,Phường Phước Mỹ,"50, Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng","1,6 triệu/tháng",05/05/2021,20m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3800,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 7,"Đường Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",8 tỷ,05/05/2021,37m²,,,3,3,Đã có sổ,Đăng nhập để xem,
3801,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 2,Phường An Phú,"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",14 triệu/tháng,05/05/2021,73m²,,,2,2,,Đăng nhập để xem,
3802,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 2,Phường Bình An,"Đường Số 37, Phường Bình An, Quận 2, Tp Hồ Chí Minh","6,5 triệu/tháng",05/05/2021,35m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3803,Nhà,Cho thuê,Cần Thơ,Quận Ninh Kiều,Phường An Hòa,"Đường Trần Việt Châu, Phường An Hòa, Quận Ninh Kiều, Cần Thơ","4,5 triệu/tháng",05/05/2021,36m²,,,1,1,,Đăng nhập để xem,
3804,Đất,Cần bán,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,"Đường D1, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",910 triệu,05/05/2021,205m²,,,,,,Đăng nhập để xem,
3805,Đất,Cần bán,Long An,Huyện Châu Thành,Xã Phú Ngãi Trị,"Bình Trị, Xã Phú Ngãi Trị, Huyện Châu Thành, Long An",18 tỷ,05/05/2021,7.584m²,,,,,Đã có sổ,Đăng nhập để xem,
3806,Nhà,Cần bán,Hà Nội,Quận Long Biên,Phường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","2,79 tỷ",05/05/2021,34m²,,,3,,Đã có sổ,Đăng nhập để xem,
3807,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",8 tỷ,05/05/2021,152m²,Đông Nam,,2,2,Đã có sổ,Đăng nhập để xem,
3808,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Đức Hòa Thượng,"Đường Bàu Sen, Xã Đức Hòa Thượng, Huyện Đức Hòa, Long An",900 triệu,05/05/2021,120m²,,,,,Đã có sổ,Đăng nhập để xem,
3809,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,"đường vĩnh lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",650 triệu,05/05/2021,90m²,,,,,Đã có sổ,Đăng nhập để xem,
3810,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","2,9 tỷ",05/05/2021,32m²,,,2,2,,Đăng nhập để xem,
3811,Nhà,Cần bán,Hồ Chí Minh,Quận 10,Phường 13,"Cmt8 - Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh","7,5 tỷ",05/05/2021,44m²,,,4,,,Đăng nhập để xem,
3812,Đất,Cần bán,Bình Dương,Thị xã Tân Uyên,Phường Tân Phước Khánh,"Đường Tân Phước Khánh 22, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương","2,65 tỷ",05/05/2021,106m²,,,,,Đã có sổ,Đăng nhập để xem,
3813,"Căn hộ, Chung cư",Cần bán,Bình Dương,Thị xã Dĩ An,Phường Đông Hòa,"Đường Nguyễn Bỉnh Khiêm, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương","1,5 tỷ",05/05/2021,45m²,,,1,1,Đang chờ sổ,Đăng nhập để xem,
3814,Nhà,Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,"Đường Số 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","5,4 triệu/tháng",05/05/2021,77m²,Tây,,2,2,,Đăng nhập để xem,
3815,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 11,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","3,1 tỷ",05/05/2021,36m²,,,3,2,,Đăng nhập để xem,
3816,Đất,Cần bán,Đồng Nai,Thành phố Biên Hòa,Phường Tân Phong,"Đường Nguyễn Văn Tiên, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",860 triệu,05/05/2021,77m²,,,,,Đã có sổ,Đăng nhập để xem,
3817,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 5,Phường 4,"290, 290 Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",12 triệu/tháng,05/05/2021,45m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3818,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,"Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","4,85 tỷ",05/05/2021,50m²,,,4,3,Đã có sổ,Đăng nhập để xem,
3819,Đất,Cần bán,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Phú,"quốc lộ 28, Xã Hàm Phú, Huyện Hàm Thuận Bắc, Bình Thuận","1,5 tỷ",05/05/2021,14.000m²,,,,,Đã có sổ,Đăng nhập để xem,
3820,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 9,"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",18 triệu/tháng,05/05/2021,85m²,,,3,2,,Đăng nhập để xem,
3821,Nhà,Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 12,"Đường Cộng Hòa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",7 triệu/tháng,05/05/2021,80m²,,3,3,1,Đã có sổ,Đăng nhập để xem,
3822,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,"Đường Số 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","12,3 tỷ",05/05/2021,175m²,,,4,4,Đã có sổ,Đăng nhập để xem,
3823,Đất,Cần bán,Hải Phòng,Huyện An Lão,Xã Bát Trang,"Thôn, Đại Trang, Xã Bát Trang, Huyện An Lão, Hải Phòng",799 triệu,05/05/2021,133m²,,,,,Đã có sổ,Đăng nhập để xem,
3824,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,"54, Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","11,35 tỷ",05/05/2021,88m²,,,1,1,,Đăng nhập để xem,
3825,Nhà,Cần bán,Kiên Giang,Thành phố Phú Quốc,Xã Dương Tơ,"Cửa Lấp Suối Mây, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang","3,9 tỷ",05/05/2021,202m²,Tây,,6,5,Đã có sổ,Đăng nhập để xem,
3826,Đất,Cần bán,Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Lập,"Đường vào bigc, Phường Tân Lập, Thành phố Thái Nguyên, Thái Nguyên",3 tỷ,05/05/2021,100m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
3827,Nhà,Cần bán,Đà Nẵng,Quận Hải Châu,Phường Hòa Thuận Tây,"54/7, Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","4,6 tỷ",05/05/2021,84m²,,3,3,3,Đã có sổ,Đăng nhập để xem,
3828,Đất,Cần bán,Đồng Nai,Thành phố Biên Hòa,Phường Tân Phong,"Nguyễn Văn Hoài, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",930 triệu,05/05/2021,83m²,,,,,Đã có sổ,Đăng nhập để xem,
3829,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,"Đường Bùi Thế Mỹ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","5,35 tỷ",05/05/2021,50m²,,2,2,2,Đã có sổ,Đăng nhập để xem,
3830,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Hưng Long,"920, Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",650 triệu,05/05/2021,77m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3831,Đất,Cần bán,Long An,Huyện Đức Hòa,Thị trấn Đức Hòa,"1/ tỉnh lộ 824, Thị trấn Đức Hòa, Huyện Đức Hòa, Long An",900 triệu,05/05/2021,140m²,,,,,Đã có sổ,Đăng nhập để xem,
3832,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 9,Phường Phú Hữu,"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",7 triệu/tháng,05/05/2021,75m²,,,3,2,Đã có sổ,Đăng nhập để xem,
3833,Nhà,Cho thuê,Hồ Chí Minh,Quận 10,Phường 13,"2 Lô B3 Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh",4 triệu/tháng,05/05/2021,15m²,,,1,1,,Đăng nhập để xem,
3834,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,"Đường Trần Thủ Độ, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","9,5 tỷ",05/05/2021,92m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3835,Nhà,Cần bán,Hồ Chí Minh,Quận 9,Phường Phú Hữu,"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","5,9 tỷ",05/05/2021,75m²,,,3,3,Đã có sổ,Đăng nhập để xem,
3836,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 22,"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10 triệu/tháng,05/05/2021,57m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3837,Đất,Cần bán,Hồ Chí Minh,Huyện Cần Giờ,Xã Bình Khánh,"Đường bà xan, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh","4,2 tỷ",05/05/2021,969m²,,,,,Đã có sổ,Đăng nhập để xem,
3838,Đất,Cần bán,Long An,Huyện Bến Lức,Xã Phước Lợi,"Đường Tỉnh lộ 835, Xã Phước Lợi, Huyện Bến Lức, Long An","1,123 tỷ",05/05/2021,150m²,,,,,Đã có sổ,Đăng nhập để xem,
3839,Nhà,Cần bán,Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,"9B ngõ 47/53, Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","2,998 tỷ",05/05/2021,36m²,Đông Bắc,5,4,3,Đã có sổ,Đăng nhập để xem,
3840,Đất,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",155 triệu,05/05/2021,102m²,,,,,Đã có sổ,Đăng nhập để xem,
3841,Nhà,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,"11, Đường Thái Thị Giữ, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","2,39 tỷ",05/05/2021,36m²,Nam,,2,2,Đã có sổ,Đăng nhập để xem,
3842,Nhà,Cần bán,Hồ Chí Minh,Quận 2,Phường An Phú,"Giang Văn Minh, Phường An Phú, Quận 2, Tp Hồ Chí Minh","3,4 tỷ",05/05/2021,120m²,,,4,5,,Đăng nhập để xem,
3843,Nhà,Cần bán,Hồ Chí Minh,Quận 6,Phường 8,"1/, Văn thân., Phường 8, Quận 6, Tp Hồ Chí Minh",2 tỷ,05/05/2021,26m²,,2,2,2,Đã có sổ,Đăng nhập để xem,
3844,Nhà,Cho thuê,Hồ Chí Minh,Quận 7,Phường Bình Thuận,"502/20, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",14 triệu/tháng,05/05/2021,90m²,,,4,2,,Đăng nhập để xem,
3845,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,6 tỷ",05/05/2021,28m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3846,Đất,Cần bán,Bình Phước,Huyện Chơn Thành,Xã Minh Lập,"Dt 756, Xã Minh Lập, Huyện Chơn Thành, Bình Phước",695 triệu,05/05/2021,220m²,Nam,,,,Đã có sổ,Đăng nhập để xem,
3847,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"8, Đường Số 38, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","6,45 tỷ",05/05/2021,62m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
3848,Nhà,Cần bán,Vĩnh Long,Thành phố Vĩnh Long,Phường 4,"Đường Trần Phú, Phường 4, Thành phố Vĩnh Long, Vĩnh Long","4,5 tỷ",05/05/2021,61m²,Đông Bắc,2,3,3,Đã có sổ,Đăng nhập để xem,
3849,Đất,Cần bán,Bình Dương,Thị xã Tân Uyên,Xã Phú Chánh,"Đường N2, Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",869 triệu,05/05/2021,70m²,,,,,Đã có sổ,Đăng nhập để xem,
3850,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,"trương sa, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","5,2 triệu/tháng",05/05/2021,25m²,,,1,1,,Đăng nhập để xem,
3851,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,"Đường Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",880 triệu,05/05/2021,52m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3852,Nhà,Cần bán,Hồ Chí Minh,Quận 1,Phường Đa Kao,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",26 tỷ,05/05/2021,100m²,,,3,,,Đăng nhập để xem,
3853,Nhà,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,"Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh","4,28 tỷ",05/05/2021,68m²,,,4,5,Đã có sổ,Đăng nhập để xem,
3854,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 1,"Đường Bùi Thị Xuân, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh","8,5 tỷ",05/05/2021,70m²,,,2,2,,Đăng nhập để xem,
3855,Đất,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,"Đường DN5, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh","2,599 tỷ",05/05/2021,250m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
3856,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,"Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",17 tỷ,05/05/2021,100m²,,4,4,4,Đã có sổ,Đăng nhập để xem,
3857,Nhà,Cần mua,Hồ Chí Minh,Quận 10,Phường 5,"Đường Vĩnh Viễn, Phường 5, Quận 10, Tp Hồ Chí Minh",17 tỷ,05/05/2021,44m²,,,2,,,Đăng nhập để xem,
3858,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 1,"Đường Nguyễn Cửu Vân, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","4,35 tỷ",05/05/2021,86m²,,,3,4,Đã có sổ,Đăng nhập để xem,
3859,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",6 tỷ,05/05/2021,65m²,,,4,5,,Đăng nhập để xem,
3860,Đất,Cần bán,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Hắc Dịch,"Đường 3, Phường Hắc Dịch, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu","1,6 tỷ",05/05/2021,194m²,,,,,Đã có sổ,Đăng nhập để xem,
3861,Nhà,Cho thuê,Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,"03, Đường Số 9, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",85 triệu/tháng,05/05/2021,150m²,,8,,,,Đăng nhập để xem,
3862,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 4,"Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","3,38 tỷ",05/05/2021,40m²,,,3,4,Đã có sổ,Đăng nhập để xem,
3863,Nhà,Cho thuê,Hồ Chí Minh,Quận 2,Phường An Phú,"Đường Đặng Tiến Đông, Phường An Phú, Quận 2, Tp Hồ Chí Minh",20 triệu/tháng,05/05/2021,100m²,Nam,,3,3,Đã có sổ,Đăng nhập để xem,
3864,"Căn hộ, Chung cư",Cần bán,Hà Nội,Quận Long Biên,Phường Long Biên,"Đường Ngọc Thụy, Phường Long Biên, Quận Long Biên, Hà Nội",3 tỷ,05/05/2021,36m²,,,3,4,Đã có sổ,Đăng nhập để xem,
3865,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 5,"Đường Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh","1,25 tỷ",05/05/2021,55m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3866,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,"Đường Bùi Điền, Phường 4, Quận 8, Tp Hồ Chí Minh","1,05 tỷ",05/05/2021,55m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3867,Nhà,Cho thuê,Đà Nẵng,Quận Cẩm Lệ,Phường Hòa Xuân,"Đường Nguyễn Hàm Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",4 triệu/tháng,05/05/2021,100m²,,,2,1,,Đăng nhập để xem,
3868,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,"Đường T15, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,59 tỷ",05/05/2021,48m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3869,Đất,Cần bán,Bình Thuận,Thành phố Phan Thiết,Xã Phong Nẫm,"Đường Lê Duẩn, Xã Phong Nẫm, Thành phố Phan Thiết, Bình Thuận","1,4 tỷ",05/05/2021,102m²,Bắc,,,,Đã có sổ,Đăng nhập để xem,
3870,Nhà,Cho thuê,Hồ Chí Minh,Quận 5,Phường 3,"122/16, Nguyễn Trải, Phường 3, Quận 5, Tp Hồ Chí Minh",10 triệu/tháng,05/05/2021,30m²,Đông,1,2,1,Đã có sổ,Đăng nhập để xem,
3871,Nhà,Cho thuê,Hồ Chí Minh,Quận 7,Phường Tân Phú,"1092/6/1A, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","3,5 triệu/tháng",05/05/2021,15m²,,,1,1,Giấy tờ khác,Đăng nhập để xem,
3872,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Bình Thọ,"Đường Dân Chủ, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",05/05/2021,64m²,,1,3,2,Đã có sổ,Đăng nhập để xem,
3873,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","7,8 tỷ",05/05/2021,50m²,Nam,3,4,4,Đã có sổ,Đăng nhập để xem,
3874,Nhà,Cần mua,Hồ Chí Minh,Quận Gò Vấp,Phường 14,"Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","2,17 tỷ",05/05/2021,24m²,,,2,,,Đăng nhập để xem,
3875,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 1,"Đường Dương Bá Trạc, Phường 1, Quận 8, Tp Hồ Chí Minh","1,125 tỷ",05/05/2021,38m²,,1,2,1,Đã có sổ,Đăng nhập để xem,
3876,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 4,"21/40B, Đường Tự Lập, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","4,5 tỷ/tháng",05/05/2021,40m²,,,1,1,,Đăng nhập để xem,
3877,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 26,"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",11 triệu/tháng,05/05/2021,73m²,,,2,2,,Đăng nhập để xem,
3878,Nhà,Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 11,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",22 triệu/tháng,05/05/2021,52m²,,3,5,5,Đã có sổ,Đăng nhập để xem,
3879,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,"Đường Bờ Bao Hợp Tác Xã Phong Phú, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",870 triệu,05/05/2021,110m²,,,,,Đã có sổ,Đăng nhập để xem,
3880,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Phước,"đường quốc Lộ 14, Xã Tân Phước, Huyện Đồng Phú, Bình Phước",415 triệu,05/05/2021,1.803m²,,,,,Đã có sổ,Đăng nhập để xem,
3881,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,55 tỷ",05/05/2021,65m²,Tây Bắc,,2,2,Đã có sổ,Đăng nhập để xem,
3882,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 2,"104, 104 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",20 triệu/tháng,05/05/2021,98m²,Nam,,2,2,Đã có sổ,Đăng nhập để xem,
3883,Đất,Cần bán,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đơn,"Đường Quốc lộ 27, Xã Ka Đơn, Huyện Đơn Dương, Lâm Đồng",400 triệu,05/05/2021,500m²,Nam,,,,Đã có sổ,Đăng nhập để xem,
3884,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","2,08 tỷ",05/05/2021,32m²,Tây,2,2,2,Đã có sổ,Đăng nhập để xem,
3885,Đất,Cho thuê,Bình Dương,Thành phố Thuận An,Phường An Thạnh,"an thạnh 24, Phường An Thạnh, Thành phố Thuận An, Bình Dương","4,5 triệu/tháng",05/05/2021,180m²,,,,,Đã có sổ,Đăng nhập để xem,
3886,Nhà,Cần bán,Vĩnh Long,Thành phố Vĩnh Long,Phường 8,"Đường Nguyễn Văn Lâu, Phường 8, Thành phố Vĩnh Long, Vĩnh Long","1,4 tỷ",05/05/2021,92m²,Đông Bắc,,2,1,,Đăng nhập để xem,
3887,Nhà,Cần bán,Long An,Huyện Đức Hòa,Thị trấn Đức Hòa,"Đường ĐT 824, Thị trấn Đức Hòa, Huyện Đức Hòa, Long An",340 triệu,05/05/2021,80m²,,,2,2,Đã có sổ,Đăng nhập để xem,
3888,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 11,Phường 7,"C13.09, Đường Tân Phước, Phường 7, Quận 11, Tp Hồ Chí Minh","7,5 triệu/tháng",05/05/2021,46m²,,,1,1,Đã có sổ,Đăng nhập để xem,
3889,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",11 triệu/tháng,05/05/2021,70m²,,,2,2,Đang chờ sổ,Đăng nhập để xem,
3890,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 8,Phường 7,"đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","2,18 tỷ",05/05/2021,73m²,Tây Bắc,,2,2,Đang chờ sổ,Đăng nhập để xem,
